treatment,claim_age,ID,text_full,thought,thought_count,thought_clean,age,female,coliving,kids,income,education,numeracy,savings,smoker,politics,benefit_eligible,perc_health,life_expectancy,ethnicity
0.0,70.0,1114364488.0,"I also will be receiving PERS benefits How will that effect my Social Security Benefit? I know it causes it to decrease, but by how much? I also know that I can claim benefits based on my ex-husbands benefits I know he is planning to retire soon at age 64 so I think my benefit would be a percentage of his 93% benefit Because we were married almost 25 years, I'm also entitled to (I think) half of his pension with Motion Picture Health and Welfare, but I've heard it went under with Enron and that there is nothing to get half of. I've only worked with LVMPD for 13 years so won't receive full benefit for PERS.  I checked with them a couple years ago, and if I had retired as of 1/02/2010 my benefit from them would have been 1551.45 a month.  I wonder how much it has increased since  I know that the percentage that I earn from PERS increase at 15 years of employment.  I'll have 15 years as of 9/22/2012.    I will be 63 years old then. I really need to talk to someone at Social Security office to find out for sure what my benefits would be based on fact that I have PERS benefits also. I wonder if they will address that later in this survey. I think I'll pull out my PERS paperwork and figure out how much my benefits would be from them at that various ages.   I also need to find out if I'll have anything coming from Motion Picture Health and Welfare.  Bud said he was going to check on that since he's looking into retiring soon.  Wonder if he's done that yet. I should just continue with survey and see what information they provide in the process before I go any further with this. Lets see, I'm actually elligible to retire now if I could afford to do so. What would be the benefit of retiring now? I'd have time to do all the projects I don't have time to do now I'd have more time to spend with family. I could spend lots of time in genealogy research I'd have time for travel.  Could see the places I haven't had time to see, or haven't taken the time to see There is no way I could afford to retire now.  I'm having trouble stretching the money to cover bills as it is.  No way I could do it on a percentage of what I make now. I need to gather more information before I can make a decision.   I need to figure out what my benefits would be from all source if I retired at various ages. I wonder where the over-all economy will be going over the next few years?  I really don't see it getting much better any time soon.  That means that I need to allow even more of a \cushion\"".  My cost of living will being increasing I'm sure"" I just bought a house and received new home owner discount.  That means I have to stay in the house and cannot move for at least another year and half.  I have to wait at least that long before I can retire.  Hoping property values will go up by then and  it will provide some retirement income. The longer I wait, the higher my monthly income will be at retirement.",I think I'll pull out my PERS paperwork and figure out how much my benefits would be from them at that various ages.  ,26,think per figur much benefit age,62.0,1.0,0.0,3.0,75000,14.0,5.0,17500,0.0,Republic,1.0,4.0,7.0,white
0.0,70.0,1114364488.0,"I also will be receiving PERS benefits How will that effect my Social Security Benefit? I know it causes it to decrease, but by how much? I also know that I can claim benefits based on my ex-husbands benefits I know he is planning to retire soon at age 64 so I think my benefit would be a percentage of his 93% benefit Because we were married almost 25 years, I'm also entitled to (I think) half of his pension with Motion Picture Health and Welfare, but I've heard it went under with Enron and that there is nothing to get half of. I've only worked with LVMPD for 13 years so won't receive full benefit for PERS.  I checked with them a couple years ago, and if I had retired as of 1/02/2010 my benefit from them would have been 1551.45 a month.  I wonder how much it has increased since  I know that the percentage that I earn from PERS increase at 15 years of employment.  I'll have 15 years as of 9/22/2012.    I will be 63 years old then. I really need to talk to someone at Social Security office to find out for sure what my benefits would be based on fact that I have PERS benefits also. I wonder if they will address that later in this survey. I think I'll pull out my PERS paperwork and figure out how much my benefits would be from them at that various ages.   I also need to find out if I'll have anything coming from Motion Picture Health and Welfare.  Bud said he was going to check on that since he's looking into retiring soon.  Wonder if he's done that yet. I should just continue with survey and see what information they provide in the process before I go any further with this. Lets see, I'm actually elligible to retire now if I could afford to do so. What would be the benefit of retiring now? I'd have time to do all the projects I don't have time to do now I'd have more time to spend with family. I could spend lots of time in genealogy research I'd have time for travel.  Could see the places I haven't had time to see, or haven't taken the time to see There is no way I could afford to retire now.  I'm having trouble stretching the money to cover bills as it is.  No way I could do it on a percentage of what I make now. I need to gather more information before I can make a decision.   I need to figure out what my benefits would be from all source if I retired at various ages. I wonder where the over-all economy will be going over the next few years?  I really don't see it getting much better any time soon.  That means that I need to allow even more of a \cushion\"".  My cost of living will being increasing I'm sure"" I just bought a house and received new home owner discount.  That means I have to stay in the house and cannot move for at least another year and half.  I have to wait at least that long before I can retire.  Hoping property values will go up by then and  it will provide some retirement income. The longer I wait, the higher my monthly income will be at retirement.",I also need to find out if I'll have anything coming from Motion Picture Health and Welfare.  Bud said he was going to check on that since he's looking into retiring soon.  Wonder if he's done that yet.,26,also need find anyth come health go check sinc look retir soon wonder yet,62.0,1.0,0.0,3.0,75000,14.0,5.0,17500,0.0,Republic,1.0,4.0,7.0,white
0.0,70.0,1114364488.0,"I also will be receiving PERS benefits How will that effect my Social Security Benefit? I know it causes it to decrease, but by how much? I also know that I can claim benefits based on my ex-husbands benefits I know he is planning to retire soon at age 64 so I think my benefit would be a percentage of his 93% benefit Because we were married almost 25 years, I'm also entitled to (I think) half of his pension with Motion Picture Health and Welfare, but I've heard it went under with Enron and that there is nothing to get half of. I've only worked with LVMPD for 13 years so won't receive full benefit for PERS.  I checked with them a couple years ago, and if I had retired as of 1/02/2010 my benefit from them would have been 1551.45 a month.  I wonder how much it has increased since  I know that the percentage that I earn from PERS increase at 15 years of employment.  I'll have 15 years as of 9/22/2012.    I will be 63 years old then. I really need to talk to someone at Social Security office to find out for sure what my benefits would be based on fact that I have PERS benefits also. I wonder if they will address that later in this survey. I think I'll pull out my PERS paperwork and figure out how much my benefits would be from them at that various ages.   I also need to find out if I'll have anything coming from Motion Picture Health and Welfare.  Bud said he was going to check on that since he's looking into retiring soon.  Wonder if he's done that yet. I should just continue with survey and see what information they provide in the process before I go any further with this. Lets see, I'm actually elligible to retire now if I could afford to do so. What would be the benefit of retiring now? I'd have time to do all the projects I don't have time to do now I'd have more time to spend with family. I could spend lots of time in genealogy research I'd have time for travel.  Could see the places I haven't had time to see, or haven't taken the time to see There is no way I could afford to retire now.  I'm having trouble stretching the money to cover bills as it is.  No way I could do it on a percentage of what I make now. I need to gather more information before I can make a decision.   I need to figure out what my benefits would be from all source if I retired at various ages. I wonder where the over-all economy will be going over the next few years?  I really don't see it getting much better any time soon.  That means that I need to allow even more of a \cushion\"".  My cost of living will being increasing I'm sure"" I just bought a house and received new home owner discount.  That means I have to stay in the house and cannot move for at least another year and half.  I have to wait at least that long before I can retire.  Hoping property values will go up by then and  it will provide some retirement income. The longer I wait, the higher my monthly income will be at retirement.",I should just continue with survey and see what information they provide in the process before I go any further with this.,26,continu survey see inform provid go,62.0,1.0,0.0,3.0,75000,14.0,5.0,17500,0.0,Republic,1.0,4.0,7.0,white
0.0,70.0,1114364488.0,"I also will be receiving PERS benefits How will that effect my Social Security Benefit? I know it causes it to decrease, but by how much? I also know that I can claim benefits based on my ex-husbands benefits I know he is planning to retire soon at age 64 so I think my benefit would be a percentage of his 93% benefit Because we were married almost 25 years, I'm also entitled to (I think) half of his pension with Motion Picture Health and Welfare, but I've heard it went under with Enron and that there is nothing to get half of. I've only worked with LVMPD for 13 years so won't receive full benefit for PERS.  I checked with them a couple years ago, and if I had retired as of 1/02/2010 my benefit from them would have been 1551.45 a month.  I wonder how much it has increased since  I know that the percentage that I earn from PERS increase at 15 years of employment.  I'll have 15 years as of 9/22/2012.    I will be 63 years old then. I really need to talk to someone at Social Security office to find out for sure what my benefits would be based on fact that I have PERS benefits also. I wonder if they will address that later in this survey. I think I'll pull out my PERS paperwork and figure out how much my benefits would be from them at that various ages.   I also need to find out if I'll have anything coming from Motion Picture Health and Welfare.  Bud said he was going to check on that since he's looking into retiring soon.  Wonder if he's done that yet. I should just continue with survey and see what information they provide in the process before I go any further with this. Lets see, I'm actually elligible to retire now if I could afford to do so. What would be the benefit of retiring now? I'd have time to do all the projects I don't have time to do now I'd have more time to spend with family. I could spend lots of time in genealogy research I'd have time for travel.  Could see the places I haven't had time to see, or haven't taken the time to see There is no way I could afford to retire now.  I'm having trouble stretching the money to cover bills as it is.  No way I could do it on a percentage of what I make now. I need to gather more information before I can make a decision.   I need to figure out what my benefits would be from all source if I retired at various ages. I wonder where the over-all economy will be going over the next few years?  I really don't see it getting much better any time soon.  That means that I need to allow even more of a \cushion\"".  My cost of living will being increasing I'm sure"" I just bought a house and received new home owner discount.  That means I have to stay in the house and cannot move for at least another year and half.  I have to wait at least that long before I can retire.  Hoping property values will go up by then and  it will provide some retirement income. The longer I wait, the higher my monthly income will be at retirement.","Lets see, I'm actually elligible to retire now if I could afford to do so.",26,let see actual retir could afford,62.0,1.0,0.0,3.0,75000,14.0,5.0,17500,0.0,Republic,1.0,4.0,7.0,white
0.0,70.0,1114364488.0,"I also will be receiving PERS benefits How will that effect my Social Security Benefit? I know it causes it to decrease, but by how much? I also know that I can claim benefits based on my ex-husbands benefits I know he is planning to retire soon at age 64 so I think my benefit would be a percentage of his 93% benefit Because we were married almost 25 years, I'm also entitled to (I think) half of his pension with Motion Picture Health and Welfare, but I've heard it went under with Enron and that there is nothing to get half of. I've only worked with LVMPD for 13 years so won't receive full benefit for PERS.  I checked with them a couple years ago, and if I had retired as of 1/02/2010 my benefit from them would have been 1551.45 a month.  I wonder how much it has increased since  I know that the percentage that I earn from PERS increase at 15 years of employment.  I'll have 15 years as of 9/22/2012.    I will be 63 years old then. I really need to talk to someone at Social Security office to find out for sure what my benefits would be based on fact that I have PERS benefits also. I wonder if they will address that later in this survey. I think I'll pull out my PERS paperwork and figure out how much my benefits would be from them at that various ages.   I also need to find out if I'll have anything coming from Motion Picture Health and Welfare.  Bud said he was going to check on that since he's looking into retiring soon.  Wonder if he's done that yet. I should just continue with survey and see what information they provide in the process before I go any further with this. Lets see, I'm actually elligible to retire now if I could afford to do so. What would be the benefit of retiring now? I'd have time to do all the projects I don't have time to do now I'd have more time to spend with family. I could spend lots of time in genealogy research I'd have time for travel.  Could see the places I haven't had time to see, or haven't taken the time to see There is no way I could afford to retire now.  I'm having trouble stretching the money to cover bills as it is.  No way I could do it on a percentage of what I make now. I need to gather more information before I can make a decision.   I need to figure out what my benefits would be from all source if I retired at various ages. I wonder where the over-all economy will be going over the next few years?  I really don't see it getting much better any time soon.  That means that I need to allow even more of a \cushion\"".  My cost of living will being increasing I'm sure"" I just bought a house and received new home owner discount.  That means I have to stay in the house and cannot move for at least another year and half.  I have to wait at least that long before I can retire.  Hoping property values will go up by then and  it will provide some retirement income. The longer I wait, the higher my monthly income will be at retirement.",What would be the benefit of retiring now?,26,benefit retir,62.0,1.0,0.0,3.0,75000,14.0,5.0,17500,0.0,Republic,1.0,4.0,7.0,white
0.0,70.0,1114364488.0,"I also will be receiving PERS benefits How will that effect my Social Security Benefit? I know it causes it to decrease, but by how much? I also know that I can claim benefits based on my ex-husbands benefits I know he is planning to retire soon at age 64 so I think my benefit would be a percentage of his 93% benefit Because we were married almost 25 years, I'm also entitled to (I think) half of his pension with Motion Picture Health and Welfare, but I've heard it went under with Enron and that there is nothing to get half of. I've only worked with LVMPD for 13 years so won't receive full benefit for PERS.  I checked with them a couple years ago, and if I had retired as of 1/02/2010 my benefit from them would have been 1551.45 a month.  I wonder how much it has increased since  I know that the percentage that I earn from PERS increase at 15 years of employment.  I'll have 15 years as of 9/22/2012.    I will be 63 years old then. I really need to talk to someone at Social Security office to find out for sure what my benefits would be based on fact that I have PERS benefits also. I wonder if they will address that later in this survey. I think I'll pull out my PERS paperwork and figure out how much my benefits would be from them at that various ages.   I also need to find out if I'll have anything coming from Motion Picture Health and Welfare.  Bud said he was going to check on that since he's looking into retiring soon.  Wonder if he's done that yet. I should just continue with survey and see what information they provide in the process before I go any further with this. Lets see, I'm actually elligible to retire now if I could afford to do so. What would be the benefit of retiring now? I'd have time to do all the projects I don't have time to do now I'd have more time to spend with family. I could spend lots of time in genealogy research I'd have time for travel.  Could see the places I haven't had time to see, or haven't taken the time to see There is no way I could afford to retire now.  I'm having trouble stretching the money to cover bills as it is.  No way I could do it on a percentage of what I make now. I need to gather more information before I can make a decision.   I need to figure out what my benefits would be from all source if I retired at various ages. I wonder where the over-all economy will be going over the next few years?  I really don't see it getting much better any time soon.  That means that I need to allow even more of a \cushion\"".  My cost of living will being increasing I'm sure"" I just bought a house and received new home owner discount.  That means I have to stay in the house and cannot move for at least another year and half.  I have to wait at least that long before I can retire.  Hoping property values will go up by then and  it will provide some retirement income. The longer I wait, the higher my monthly income will be at retirement.",I'd have time to do all the projects I don't have time to do now,26,time not time,62.0,1.0,0.0,3.0,75000,14.0,5.0,17500,0.0,Republic,1.0,4.0,7.0,white
0.0,70.0,1114364488.0,"I also will be receiving PERS benefits How will that effect my Social Security Benefit? I know it causes it to decrease, but by how much? I also know that I can claim benefits based on my ex-husbands benefits I know he is planning to retire soon at age 64 so I think my benefit would be a percentage of his 93% benefit Because we were married almost 25 years, I'm also entitled to (I think) half of his pension with Motion Picture Health and Welfare, but I've heard it went under with Enron and that there is nothing to get half of. I've only worked with LVMPD for 13 years so won't receive full benefit for PERS.  I checked with them a couple years ago, and if I had retired as of 1/02/2010 my benefit from them would have been 1551.45 a month.  I wonder how much it has increased since  I know that the percentage that I earn from PERS increase at 15 years of employment.  I'll have 15 years as of 9/22/2012.    I will be 63 years old then. I really need to talk to someone at Social Security office to find out for sure what my benefits would be based on fact that I have PERS benefits also. I wonder if they will address that later in this survey. I think I'll pull out my PERS paperwork and figure out how much my benefits would be from them at that various ages.   I also need to find out if I'll have anything coming from Motion Picture Health and Welfare.  Bud said he was going to check on that since he's looking into retiring soon.  Wonder if he's done that yet. I should just continue with survey and see what information they provide in the process before I go any further with this. Lets see, I'm actually elligible to retire now if I could afford to do so. What would be the benefit of retiring now? I'd have time to do all the projects I don't have time to do now I'd have more time to spend with family. I could spend lots of time in genealogy research I'd have time for travel.  Could see the places I haven't had time to see, or haven't taken the time to see There is no way I could afford to retire now.  I'm having trouble stretching the money to cover bills as it is.  No way I could do it on a percentage of what I make now. I need to gather more information before I can make a decision.   I need to figure out what my benefits would be from all source if I retired at various ages. I wonder where the over-all economy will be going over the next few years?  I really don't see it getting much better any time soon.  That means that I need to allow even more of a \cushion\"".  My cost of living will being increasing I'm sure"" I just bought a house and received new home owner discount.  That means I have to stay in the house and cannot move for at least another year and half.  I have to wait at least that long before I can retire.  Hoping property values will go up by then and  it will provide some retirement income. The longer I wait, the higher my monthly income will be at retirement.",I'd have more time to spend with family.,26,time spend famili,62.0,1.0,0.0,3.0,75000,14.0,5.0,17500,0.0,Republic,1.0,4.0,7.0,white
0.0,70.0,1114364488.0,"I also will be receiving PERS benefits How will that effect my Social Security Benefit? I know it causes it to decrease, but by how much? I also know that I can claim benefits based on my ex-husbands benefits I know he is planning to retire soon at age 64 so I think my benefit would be a percentage of his 93% benefit Because we were married almost 25 years, I'm also entitled to (I think) half of his pension with Motion Picture Health and Welfare, but I've heard it went under with Enron and that there is nothing to get half of. I've only worked with LVMPD for 13 years so won't receive full benefit for PERS.  I checked with them a couple years ago, and if I had retired as of 1/02/2010 my benefit from them would have been 1551.45 a month.  I wonder how much it has increased since  I know that the percentage that I earn from PERS increase at 15 years of employment.  I'll have 15 years as of 9/22/2012.    I will be 63 years old then. I really need to talk to someone at Social Security office to find out for sure what my benefits would be based on fact that I have PERS benefits also. I wonder if they will address that later in this survey. I think I'll pull out my PERS paperwork and figure out how much my benefits would be from them at that various ages.   I also need to find out if I'll have anything coming from Motion Picture Health and Welfare.  Bud said he was going to check on that since he's looking into retiring soon.  Wonder if he's done that yet. I should just continue with survey and see what information they provide in the process before I go any further with this. Lets see, I'm actually elligible to retire now if I could afford to do so. What would be the benefit of retiring now? I'd have time to do all the projects I don't have time to do now I'd have more time to spend with family. I could spend lots of time in genealogy research I'd have time for travel.  Could see the places I haven't had time to see, or haven't taken the time to see There is no way I could afford to retire now.  I'm having trouble stretching the money to cover bills as it is.  No way I could do it on a percentage of what I make now. I need to gather more information before I can make a decision.   I need to figure out what my benefits would be from all source if I retired at various ages. I wonder where the over-all economy will be going over the next few years?  I really don't see it getting much better any time soon.  That means that I need to allow even more of a \cushion\"".  My cost of living will being increasing I'm sure"" I just bought a house and received new home owner discount.  That means I have to stay in the house and cannot move for at least another year and half.  I have to wait at least that long before I can retire.  Hoping property values will go up by then and  it will provide some retirement income. The longer I wait, the higher my monthly income will be at retirement.",I could spend lots of time in genealogy research,26,could spend lot time,62.0,1.0,0.0,3.0,75000,14.0,5.0,17500,0.0,Republic,1.0,4.0,7.0,white
0.0,70.0,1114364488.0,"I also will be receiving PERS benefits How will that effect my Social Security Benefit? I know it causes it to decrease, but by how much? I also know that I can claim benefits based on my ex-husbands benefits I know he is planning to retire soon at age 64 so I think my benefit would be a percentage of his 93% benefit Because we were married almost 25 years, I'm also entitled to (I think) half of his pension with Motion Picture Health and Welfare, but I've heard it went under with Enron and that there is nothing to get half of. I've only worked with LVMPD for 13 years so won't receive full benefit for PERS.  I checked with them a couple years ago, and if I had retired as of 1/02/2010 my benefit from them would have been 1551.45 a month.  I wonder how much it has increased since  I know that the percentage that I earn from PERS increase at 15 years of employment.  I'll have 15 years as of 9/22/2012.    I will be 63 years old then. I really need to talk to someone at Social Security office to find out for sure what my benefits would be based on fact that I have PERS benefits also. I wonder if they will address that later in this survey. I think I'll pull out my PERS paperwork and figure out how much my benefits would be from them at that various ages.   I also need to find out if I'll have anything coming from Motion Picture Health and Welfare.  Bud said he was going to check on that since he's looking into retiring soon.  Wonder if he's done that yet. I should just continue with survey and see what information they provide in the process before I go any further with this. Lets see, I'm actually elligible to retire now if I could afford to do so. What would be the benefit of retiring now? I'd have time to do all the projects I don't have time to do now I'd have more time to spend with family. I could spend lots of time in genealogy research I'd have time for travel.  Could see the places I haven't had time to see, or haven't taken the time to see There is no way I could afford to retire now.  I'm having trouble stretching the money to cover bills as it is.  No way I could do it on a percentage of what I make now. I need to gather more information before I can make a decision.   I need to figure out what my benefits would be from all source if I retired at various ages. I wonder where the over-all economy will be going over the next few years?  I really don't see it getting much better any time soon.  That means that I need to allow even more of a \cushion\"".  My cost of living will being increasing I'm sure"" I just bought a house and received new home owner discount.  That means I have to stay in the house and cannot move for at least another year and half.  I have to wait at least that long before I can retire.  Hoping property values will go up by then and  it will provide some retirement income. The longer I wait, the higher my monthly income will be at retirement.","I'd have time for travel.  Could see the places I haven't had time to see, or haven't taken the time to see",26,time travel could see place not time see not taken time see,62.0,1.0,0.0,3.0,75000,14.0,5.0,17500,0.0,Republic,1.0,4.0,7.0,white
0.0,70.0,1114364488.0,"I also will be receiving PERS benefits How will that effect my Social Security Benefit? I know it causes it to decrease, but by how much? I also know that I can claim benefits based on my ex-husbands benefits I know he is planning to retire soon at age 64 so I think my benefit would be a percentage of his 93% benefit Because we were married almost 25 years, I'm also entitled to (I think) half of his pension with Motion Picture Health and Welfare, but I've heard it went under with Enron and that there is nothing to get half of. I've only worked with LVMPD for 13 years so won't receive full benefit for PERS.  I checked with them a couple years ago, and if I had retired as of 1/02/2010 my benefit from them would have been 1551.45 a month.  I wonder how much it has increased since  I know that the percentage that I earn from PERS increase at 15 years of employment.  I'll have 15 years as of 9/22/2012.    I will be 63 years old then. I really need to talk to someone at Social Security office to find out for sure what my benefits would be based on fact that I have PERS benefits also. I wonder if they will address that later in this survey. I think I'll pull out my PERS paperwork and figure out how much my benefits would be from them at that various ages.   I also need to find out if I'll have anything coming from Motion Picture Health and Welfare.  Bud said he was going to check on that since he's looking into retiring soon.  Wonder if he's done that yet. I should just continue with survey and see what information they provide in the process before I go any further with this. Lets see, I'm actually elligible to retire now if I could afford to do so. What would be the benefit of retiring now? I'd have time to do all the projects I don't have time to do now I'd have more time to spend with family. I could spend lots of time in genealogy research I'd have time for travel.  Could see the places I haven't had time to see, or haven't taken the time to see There is no way I could afford to retire now.  I'm having trouble stretching the money to cover bills as it is.  No way I could do it on a percentage of what I make now. I need to gather more information before I can make a decision.   I need to figure out what my benefits would be from all source if I retired at various ages. I wonder where the over-all economy will be going over the next few years?  I really don't see it getting much better any time soon.  That means that I need to allow even more of a \cushion\"".  My cost of living will being increasing I'm sure"" I just bought a house and received new home owner discount.  That means I have to stay in the house and cannot move for at least another year and half.  I have to wait at least that long before I can retire.  Hoping property values will go up by then and  it will provide some retirement income. The longer I wait, the higher my monthly income will be at retirement.",There is no way I could afford to retire now.  I'm having trouble stretching the money to cover bills as it is.  No way I could do it on a percentage of what I make now.,26,no way could afford retir troubl money cover bill no way could percentag make,62.0,1.0,0.0,3.0,75000,14.0,5.0,17500,0.0,Republic,1.0,4.0,7.0,white
0.0,70.0,1114364488.0,"I also will be receiving PERS benefits How will that effect my Social Security Benefit? I know it causes it to decrease, but by how much? I also know that I can claim benefits based on my ex-husbands benefits I know he is planning to retire soon at age 64 so I think my benefit would be a percentage of his 93% benefit Because we were married almost 25 years, I'm also entitled to (I think) half of his pension with Motion Picture Health and Welfare, but I've heard it went under with Enron and that there is nothing to get half of. I've only worked with LVMPD for 13 years so won't receive full benefit for PERS.  I checked with them a couple years ago, and if I had retired as of 1/02/2010 my benefit from them would have been 1551.45 a month.  I wonder how much it has increased since  I know that the percentage that I earn from PERS increase at 15 years of employment.  I'll have 15 years as of 9/22/2012.    I will be 63 years old then. I really need to talk to someone at Social Security office to find out for sure what my benefits would be based on fact that I have PERS benefits also. I wonder if they will address that later in this survey. I think I'll pull out my PERS paperwork and figure out how much my benefits would be from them at that various ages.   I also need to find out if I'll have anything coming from Motion Picture Health and Welfare.  Bud said he was going to check on that since he's looking into retiring soon.  Wonder if he's done that yet. I should just continue with survey and see what information they provide in the process before I go any further with this. Lets see, I'm actually elligible to retire now if I could afford to do so. What would be the benefit of retiring now? I'd have time to do all the projects I don't have time to do now I'd have more time to spend with family. I could spend lots of time in genealogy research I'd have time for travel.  Could see the places I haven't had time to see, or haven't taken the time to see There is no way I could afford to retire now.  I'm having trouble stretching the money to cover bills as it is.  No way I could do it on a percentage of what I make now. I need to gather more information before I can make a decision.   I need to figure out what my benefits would be from all source if I retired at various ages. I wonder where the over-all economy will be going over the next few years?  I really don't see it getting much better any time soon.  That means that I need to allow even more of a \cushion\"".  My cost of living will being increasing I'm sure"" I just bought a house and received new home owner discount.  That means I have to stay in the house and cannot move for at least another year and half.  I have to wait at least that long before I can retire.  Hoping property values will go up by then and  it will provide some retirement income. The longer I wait, the higher my monthly income will be at retirement.","I know it causes it to decrease, but by how much?",26,know caus much,62.0,1.0,0.0,3.0,75000,14.0,5.0,17500,0.0,Republic,1.0,4.0,7.0,white
0.0,70.0,1114364488.0,"I also will be receiving PERS benefits How will that effect my Social Security Benefit? I know it causes it to decrease, but by how much? I also know that I can claim benefits based on my ex-husbands benefits I know he is planning to retire soon at age 64 so I think my benefit would be a percentage of his 93% benefit Because we were married almost 25 years, I'm also entitled to (I think) half of his pension with Motion Picture Health and Welfare, but I've heard it went under with Enron and that there is nothing to get half of. I've only worked with LVMPD for 13 years so won't receive full benefit for PERS.  I checked with them a couple years ago, and if I had retired as of 1/02/2010 my benefit from them would have been 1551.45 a month.  I wonder how much it has increased since  I know that the percentage that I earn from PERS increase at 15 years of employment.  I'll have 15 years as of 9/22/2012.    I will be 63 years old then. I really need to talk to someone at Social Security office to find out for sure what my benefits would be based on fact that I have PERS benefits also. I wonder if they will address that later in this survey. I think I'll pull out my PERS paperwork and figure out how much my benefits would be from them at that various ages.   I also need to find out if I'll have anything coming from Motion Picture Health and Welfare.  Bud said he was going to check on that since he's looking into retiring soon.  Wonder if he's done that yet. I should just continue with survey and see what information they provide in the process before I go any further with this. Lets see, I'm actually elligible to retire now if I could afford to do so. What would be the benefit of retiring now? I'd have time to do all the projects I don't have time to do now I'd have more time to spend with family. I could spend lots of time in genealogy research I'd have time for travel.  Could see the places I haven't had time to see, or haven't taken the time to see There is no way I could afford to retire now.  I'm having trouble stretching the money to cover bills as it is.  No way I could do it on a percentage of what I make now. I need to gather more information before I can make a decision.   I need to figure out what my benefits would be from all source if I retired at various ages. I wonder where the over-all economy will be going over the next few years?  I really don't see it getting much better any time soon.  That means that I need to allow even more of a \cushion\"".  My cost of living will being increasing I'm sure"" I just bought a house and received new home owner discount.  That means I have to stay in the house and cannot move for at least another year and half.  I have to wait at least that long before I can retire.  Hoping property values will go up by then and  it will provide some retirement income. The longer I wait, the higher my monthly income will be at retirement.",I need to gather more information before I can make a decision.  ,26,need inform make decis,62.0,1.0,0.0,3.0,75000,14.0,5.0,17500,0.0,Republic,1.0,4.0,7.0,white
0.0,70.0,1114364488.0,"I also will be receiving PERS benefits How will that effect my Social Security Benefit? I know it causes it to decrease, but by how much? I also know that I can claim benefits based on my ex-husbands benefits I know he is planning to retire soon at age 64 so I think my benefit would be a percentage of his 93% benefit Because we were married almost 25 years, I'm also entitled to (I think) half of his pension with Motion Picture Health and Welfare, but I've heard it went under with Enron and that there is nothing to get half of. I've only worked with LVMPD for 13 years so won't receive full benefit for PERS.  I checked with them a couple years ago, and if I had retired as of 1/02/2010 my benefit from them would have been 1551.45 a month.  I wonder how much it has increased since  I know that the percentage that I earn from PERS increase at 15 years of employment.  I'll have 15 years as of 9/22/2012.    I will be 63 years old then. I really need to talk to someone at Social Security office to find out for sure what my benefits would be based on fact that I have PERS benefits also. I wonder if they will address that later in this survey. I think I'll pull out my PERS paperwork and figure out how much my benefits would be from them at that various ages.   I also need to find out if I'll have anything coming from Motion Picture Health and Welfare.  Bud said he was going to check on that since he's looking into retiring soon.  Wonder if he's done that yet. I should just continue with survey and see what information they provide in the process before I go any further with this. Lets see, I'm actually elligible to retire now if I could afford to do so. What would be the benefit of retiring now? I'd have time to do all the projects I don't have time to do now I'd have more time to spend with family. I could spend lots of time in genealogy research I'd have time for travel.  Could see the places I haven't had time to see, or haven't taken the time to see There is no way I could afford to retire now.  I'm having trouble stretching the money to cover bills as it is.  No way I could do it on a percentage of what I make now. I need to gather more information before I can make a decision.   I need to figure out what my benefits would be from all source if I retired at various ages. I wonder where the over-all economy will be going over the next few years?  I really don't see it getting much better any time soon.  That means that I need to allow even more of a \cushion\"".  My cost of living will being increasing I'm sure"" I just bought a house and received new home owner discount.  That means I have to stay in the house and cannot move for at least another year and half.  I have to wait at least that long before I can retire.  Hoping property values will go up by then and  it will provide some retirement income. The longer I wait, the higher my monthly income will be at retirement.",I need to figure out what my benefits would be from all source if I retired at various ages.,26,need figur benefit sourc retir age,62.0,1.0,0.0,3.0,75000,14.0,5.0,17500,0.0,Republic,1.0,4.0,7.0,white
